Tag Type,Tag Id,Time (UTC),RSSI,Latitude,Longitude,beep_number,tagFamily,payloadType,solar_mV,temperature_C
radio434mhz,1E336107,2025-05-27 20:13:24.461673Z,-75,39.001023,-74.914826
bluetooth,870614B1,2025-05-27 20:13:24.754492Z,-66,39.001023,-74.914826,56061,2,0,1562,20.64
bluetooth,23D9727E,2025-05-27 20:13:25.487745Z,-66,39.001023,-74.914827,63686,2,0,1554,32.93
bluetooth,870614B1,2025-05-27 20:13:27.776802Z,-73,39.001023,-74.914827,21034,2,0,1563,20.92
bluetooth,23D9727E,2025-05-27 20:13:28.508119Z,-93,39.001023,-74.914827,64377,2,0,1554,33.20
radio434mhz,1E336107,2025-05-27 20:13:29.677844Z,-77,39.001023,-74.914827
userLocation,user,2025-05-27 20:13:30.027564Z,0,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:13:30.799311Z,-66,39.001019,-74.914124,3090,2,0,1563,20.87
bluetooth,23D9727E,2025-05-27 20:13:31.531350Z,-63,39.001019,-74.914124,57882,2,0,1554,33.23
bluetooth,870614B1,2025-05-27 20:13:33.822682Z,-69,39.001034,-74.913752,22043,2,0,1562,20.90
radio434mhz,1E336107,2025-05-27 20:13:34.894207Z,-77,39.001034,-74.913752
bluetooth,870614B1,2025-05-27 20:13:36.844628Z,-71,39.001034,-74.913752,14089,2,0,1562,21.22
userLocation,user,2025-05-27 20:13:40.027273Z,0,39.001019,-74.914124
radio434mhz,1E336107,2025-05-27 20:13:40.062464Z,-77,39.001019,-74.914124
bluetooth,23D9727E,2025-05-27 20:13:40.695762Z,-60,39.001019,-74.914124,49289,2,0,1554,33.08
bluetooth,870614B1,2025-05-27 20:13:42.889754Z,-74,39.001019,-74.914124,63250,2,0,1562,21.02
bluetooth,23D9727E,2025-05-27 20:13:43.767614Z,-59,39.001019,-74.914124,52404,2,0,1554,33.15
radio434mhz,1E336107,2025-05-27 20:13:45.279547Z,-77,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:13:45.911849Z,-69,39.001019,-74.914124,24572,2,0,1562,21.05
bluetooth,23D9727E,2025-05-27 20:13:46.790126Z,-57,39.001019,-74.914124,51927,2,0,1555,33.08
bluetooth,870614B1,2025-05-27 20:13:48.934539Z,-69,39.001019,-74.914124,58937,2,0,1563,21.17
bluetooth,23D9727E,2025-05-27 20:13:49.860585Z,-57,39.001019,-74.914124,55268,2,0,1555,33.20
userLocation,user,2025-05-27 20:13:50.028207Z,0,39.001019,-74.914124
radio434mhz,1E336107,2025-05-27 20:13:50.446448Z,-78,39.001019,-74.914124
bluetooth,23D9727E,2025-05-27 20:13:52.883901Z,-57,39.001034,-74.913752,53798,2,0,1554,33.25
bluetooth,870614B1,2025-05-27 20:13:54.979919Z,-77,39.001034,-74.913752,1506,2,0,1562,21.28
radio434mhz,1E336107,2025-05-27 20:13:55.613379Z,-77,39.001034,-74.913752
bluetooth,23D9727E,2025-05-27 20:13:55.955200Z,-58,39.001034,-74.913752,59396,2,0,1555,33.23
bluetooth,870614B1,2025-05-27 20:13:58.002830Z,-74,39.001034,-74.913752,19259,2,0,1562,21.38
bluetooth,23D9727E,2025-05-27 20:13:59.026662Z,-61,39.001034,-74.913752,59728,2,0,1555,33.20
radio434mhz,1E336107,2025-05-27 20:14:00.780930Z,-77,39.001034,-74.913752
bluetooth,870614B1,2025-05-27 20:14:01.025115Z,-75,39.001034,-74.913752,1691,2,0,1563,21.30
bluetooth,23D9727E,2025-05-27 20:14:02.048345Z,-57,39.001034,-74.913752,65438,2,0,1554,33.38
bluetooth,870614B1,2025-05-27 20:14:04.049298Z,-70,39.001034,-74.913752,64547,2,0,1563,21.40
bluetooth,23D9727E,2025-05-27 20:14:05.119430Z,-58,39.001034,-74.913752,38233,2,0,1555,33.18
radio434mhz,1E336107,2025-05-27 20:14:05.948200Z,-77,39.001034,-74.913752
bluetooth,870614B1,2025-05-27 20:14:07.070245Z,-78,39.001019,-74.914124,6789,2,0,1563,21.38
userLocation,user,2025-05-27 20:14:10.027111Z,0,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:14:10.140828Z,-73,39.001019,-74.914124,61219,2,0,1562,21.45
radio434mhz,1E336107,2025-05-27 20:14:11.115773Z,-78,39.001019,-74.914124
bluetooth,23D9727E,2025-05-27 20:14:11.213962Z,-58,39.001019,-74.914124,33957,2,0,1555,33.20
bluetooth,870614B1,2025-05-27 20:14:13.166716Z,-74,39.001019,-74.914124,7752,2,0,1564,21.55
bluetooth,23D9727E,2025-05-27 20:14:14.284992Z,-59,39.001019,-74.914124,48459,2,0,1555,33.31
radio434mhz,1E336107,2025-05-27 20:14:16.283827Z,-77,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:14:19.209218Z,-76,39.001019,-74.914124,61575,2,0,1563,21.38
userLocation,user,2025-05-27 20:14:20.026892Z,0,39.001019,-74.914124
bluetooth,23D9727E,2025-05-27 20:14:20.378349Z,-63,39.001019,-74.914124,41691,2,0,1553,33.38
radio434mhz,1E336107,2025-05-27 20:14:21.451603Z,-78,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:14:22.231716Z,-76,39.001019,-74.914124,40795,2,0,1564,21.58
bluetooth,23D9727E,2025-05-27 20:14:23.400943Z,-59,39.001019,-74.914124,42908,2,0,1555,33.18
bluetooth,870614B1,2025-05-27 20:14:25.254206Z,-72,39.001019,-74.914124,28379,2,0,1562,21.35
bluetooth,23D9727E,2025-05-27 20:14:26.472453Z,-60,39.001019,-74.914124,28482,2,0,1554,33.28
radio434mhz,1E336107,2025-05-27 20:14:26.619275Z,-77,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:14:28.276472Z,-71,39.001019,-74.914124,49159,2,0,1563,21.50
userLocation,user,2025-05-27 20:14:30.030259Z,0,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:14:31.299468Z,-75,39.001019,-74.914124,2178,2,0,1562,21.63
radio434mhz,1E336107,2025-05-27 20:14:31.737593Z,-78,39.001019,-74.914124
bluetooth,23D9727E,2025-05-27 20:14:32.567553Z,-63,39.001019,-74.914124,29957,2,0,1555,33.38
bluetooth,870614B1,2025-05-27 20:14:34.321220Z,-74,39.001019,-74.914124,12807,2,0,1562,21.63
bluetooth,23D9727E,2025-05-27 20:14:35.638195Z,-60,39.001019,-74.914124,16748,2,0,1555,33.33
radio434mhz,1E336107,2025-05-27 20:14:36.856442Z,-78,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:14:37.343799Z,-77,39.001019,-74.914124,21615,2,0,1562,21.38
bluetooth,23D9727E,2025-05-27 20:14:38.660616Z,-60,39.001019,-74.914124,24219,2,0,1554,33.36
userLocation,user,2025-05-27 20:14:40.025246Z,0,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:14:40.366372Z,-77,39.001019,-74.914124,7750,2,0,1561,21.50
bluetooth,23D9727E,2025-05-27 20:14:41.731370Z,-64,39.001019,-74.914124,22198,2,0,1554,33.28
radio434mhz,1E336107,2025-05-27 20:14:42.024051Z,-78,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:14:43.388270Z,-73,39.001019,-74.914124,50993,2,0,1560,21.73
bluetooth,870614B1,2025-05-27 20:14:46.460084Z,-76,39.001019,-74.914124,49735,2,0,1561,21.53
radio434mhz,1E336107,2025-05-27 20:14:47.143128Z,-77,39.001019,-74.914124
bluetooth,23D9727E,2025-05-27 20:14:47.825091Z,-55,39.001019,-74.914124,15188,2,0,1553,33.48
bluetooth,870614B1,2025-05-27 20:14:49.482328Z,-70,39.001019,-74.914124,39258,2,0,1561,21.68
userLocation,user,2025-05-27 20:14:50.027289Z,0,39.001019,-74.914124
bluetooth,23D9727E,2025-05-27 20:14:50.896694Z,-54,39.001019,-74.914124,10841,2,0,1554,33.31
radio434mhz,1E336107,2025-05-27 20:14:52.261845Z,-78,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:14:52.505294Z,-76,39.001019,-74.914124,52720,2,0,1561,21.38
bluetooth,23D9727E,2025-05-27 20:14:53.968089Z,-55,39.001019,-74.914124,6149,2,0,1555,33.20
bluetooth,870614B1,2025-05-27 20:14:55.527731Z,-75,39.001019,-74.914124,25967,2,0,1560,21.55
bluetooth,23D9727E,2025-05-27 20:14:56.990693Z,-56,39.001019,-74.914124,4944,2,0,1553,33.28
radio434mhz,1E336107,2025-05-27 20:14:57.428499Z,-78,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:14:58.550786Z,-71,39.001019,-74.914124,41965,2,0,1561,21.68
userLocation,user,2025-05-27 20:15:00.024846Z,0,39.001019,-74.914124
bluetooth,23D9727E,2025-05-27 20:15:00.061940Z,-57,39.001019,-74.914124,4010,2,0,1553,33.33
bluetooth,870614B1,2025-05-27 20:15:01.572779Z,-70,39.001019,-74.914124,13429,2,0,1561,21.58
radio434mhz,1E336107,2025-05-27 20:15:02.548210Z,-77,39.001019,-74.914124
bluetooth,870614B1,2025-05-27 20:15:04.595027Z,-68,39.001019,-74.914124,5176,2,0,1560,21.60
bluetooth,23D9727E,2025-05-27 20:15:06.155312Z,-56,39.001019,-74.914124,36106,2,0,1555,33.41
bluetooth,870614B1,2025-05-27 20:15:07.618201Z,-70,39.001019,-74.914124,48051,2,0,1559,21.45
