Time,RadioId,TagId,TagRSSI,NodeId,Validated
2025-05-27 18:25:47,1,1E340719,-87,4D64B5B5,0
2025-05-27 18:25:47,3,1955611E,-76,520A3C5C,0
2025-05-27 18:25:47,2,1955611E,-76,520A3C5C,0
2025-05-27 18:25:48,5,0752664C,-84,AA4358FB,0
2025-05-27 18:25:47,1,071E6661,-52,520A3C5C,0
2025-05-27 18:25:47,4,071E6661,-52,520A3C5C,0
2025-05-27 18:25:47,3,071E6661,-52,520A3C5C,0
2025-05-27 18:25:47,5,071E6661,-52,520A3C5C,0
2025-05-27 18:25:47,2,071E6661,-52,520A3C5C,0
2025-05-27 18:25:48,5,52785533,-104,AA4358FB,1
2025-05-27 18:25:45,5,4B2A522A,-90,9CC5DC79,1
2025-05-27 18:25:45,1,4B2A522A,-90,9CC5DC79,1
2025-05-27 18:25:45,4,4B2A522A,-90,9CC5DC79,1
2025-05-27 18:25:45,1,19612D2A,-87,9CC5DC79,0
2025-05-27 18:25:45,4,19612D2A,-87,9CC5DC79,0
2025-05-27 18:25:47,5,52552D78,-95,520A3C5C,1
2025-05-27 18:25:47,1,4C617834,-92,4D64B5B5,0
2025-05-27 18:25:47,4,4C617834,-92,4D64B5B5,0
2025-05-27 18:25:48,1,614C2D78,-84,AA4358FB,1
2025-05-27 18:25:48,4,614C2D78,-84,AA4358FB,1
2025-05-27 18:25:48,5,614C2D78,-84,AA4358FB,1
2025-05-27 18:25:48,4,662D2D34,-103,520A3C5C,1
2025-05-27 18:25:48,5,662D2D34,-103,520A3C5C,1
2025-05-27 18:25:48,5,78612A61,-87,520A3C5C,1
2025-05-27 18:25:46,4,1E07072A,-93,9CC5DC79,1
2025-05-27 18:25:48,5,662D2D34,-103,AA4358FB,1
2025-05-27 18:25:46,4,0707664B,-91,9CC5DC79,1
2025-05-27 18:25:48,4,194B2A4B,-85,520A3C5C,1
2025-05-27 18:25:47,1,6178554B,-84,4D64B5B5,0
2025-05-27 18:25:48,5,7855612A,-98,520A3C5C,1
2025-05-27 18:25:48,4,7855612A,-98,520A3C5C,1
2025-05-27 18:25:48,2,7855612A,-98,520A3C5C,1
2025-05-27 18:25:48,3,7855612A,-98,520A3C5C,1
2025-05-27 18:25:48,1,7855612A,-98,520A3C5C,1
2025-05-27 18:25:48,5,19334B4C,-90,AA4358FB,0
2025-05-27 18:25:48,1,19334B4C,-90,AA4358FB,0
2025-05-27 18:25:48,4,19334B4C,-90,AA4358FB,0
2025-05-27 18:25:46,1,4B554C07,-96,9CC5DC79,1
2025-05-27 18:25:48,5,7855612A,-99,AA4358FB,1
2025-05-27 18:25:48,2,19666155,-85,520A3C5C,1
2025-05-27 18:25:48,4,19666155,-85,520A3C5C,1
2025-05-27 18:25:48,3,19666155,-85,520A3C5C,1
2025-05-27 18:25:48,2,192D784C,-84,520A3C5C,0
2025-05-27 18:25:48,4,192D784C,-84,520A3C5C,0
2025-05-27 18:25:48,3,192D784C,-84,520A3C5C,0
2025-05-27 18:25:48,5,192D784C,-84,520A3C5C,0
2025-05-27 18:25:46,1,6178554B,-84,7D769A01,0
2025-05-27 18:25:46,4,614C192D,-70,9CC5DC79,0
2025-05-27 18:25:47,1,78071E19,-102,CB4A1EAE,1
2025-05-27 18:25:48,5,194C1E61,-87,520A3C5C,1
2025-05-27 18:25:48,5,19666155,-86,AA4358FB,1
2025-05-27 18:25:48,1,194B2A4B,-90,B995250B,1
2025-05-27 18:25:48,3,1E4C2D33,-83,520A3C5C,1
