"","Time","RadioId","TagId","TagRSSI","NodeId","Validated"
"1218",2025-02-26 19:54:01,2,"1E78191E",-90,"3b5aae",1
"1219",2025-02-26 19:54:02,2,"1E66192A",-89,"3b5aae",1
"1220",2025-02-26 19:54:06,2,"2D4B5519",-92,"3b5aae",1
"1221",2025-02-26 19:54:13,2,"1E66192A",-90,"328f8e",1
"1222",2025-02-26 19:54:13,2,"1E78191E",-86,"328f8e",1
"1223",2025-02-26 19:54:12,2,"2D4B5519",-90,"328f8e",1
"1224",2025-02-26 19:54:08,2,"1E66192A",-89,"328f8e",1
"1225",2025-02-26 19:54:08,2,"1E78191E",-85,"328f8e",1
"1226",2025-02-26 19:54:07,2,"2D4B5519",-93,"328f8e",1
"1227",2025-02-26 19:54:03,2,"1E66192A",-91,"328f8e",1
"1228",2025-02-26 19:54:02,2,"1E78191E",-86,"328f8e",1
"1229",2025-02-26 19:54:02,2,"2D4B5519",-98,"328f8e",1
"1230",2025-02-26 19:53:58,2,"1E66192A",-91,"328f8e",1
"1231",2025-02-26 19:53:57,2,"1E78191E",-88,"328f8e",1
"1232",2025-02-26 19:53:57,2,"2D4B5519",-101,"328f8e",1
"1233",2025-02-26 19:53:53,2,"1E66192A",-91,"328f8e",1
"1234",2025-02-26 19:53:52,2,"1E78191E",-86,"328f8e",1
"1235",2025-02-26 19:53:52,2,"2D4B5519",-93,"328f8e",1
"1236",2025-02-26 19:53:48,2,"1E66192A",-100,"328f8e",1
"1237",2025-02-26 19:52:35,2,"1E66192A",-101,"3b42e6",1
"1238",2025-02-26 19:52:37,2,"1E78191E",-103,"3b42e6",1
"1239",2025-02-26 19:52:40,2,"1E66192A",-101,"3b42e6",1
"1240",2025-02-26 19:52:42,2,"1E78191E",-105,"3b42e6",1
"1241",2025-02-26 19:52:45,2,"1E66192A",-102,"3b42e6",1
"1242",2025-02-26 19:52:47,2,"1E78191E",-103,"3b42e6",1
"1243",2025-02-26 19:52:48,2,"2D4B5519",-108,"3b42e6",1
"1244",2025-02-26 19:52:50,2,"1E66192A",-104,"3b42e6",1
"1245",2025-02-26 19:52:53,2,"2D4B5519",-105,"3b42e6",1
"1246",2025-02-26 19:52:55,2,"1E66192A",-109,"3b42e6",1
"1247",2025-02-26 19:53:04,2,"2D4B5519",-106,"3b42e6",1
"1248",2025-02-26 19:53:08,2,"1E78191E",-108,"3b42e6",1
"1249",2025-02-26 19:53:14,2,"1E78191E",-105,"3b42e6",1
"1250",2025-02-26 19:53:19,2,"2D4B5519",-102,"3b42e6",1
"1251",2025-02-26 19:53:21,2,"1E66192A",-106,"3b42e6",1
"1252",2025-02-26 19:53:24,2,"1E78191E",-102,"3b42e6",1
"1253",2025-02-26 19:53:26,2,"1E66192A",-107,"3b42e6",1
"1254",2025-02-26 19:53:29,2,"1E78191E",-100,"3b42e6",1
"1255",2025-02-26 19:53:35,2,"1E78191E",-104,"3b42e6",1
"1256",2025-02-26 19:53:36,2,"1E66192A",-103,"3b42e6",1
"1257",2025-02-26 19:53:40,2,"2D4B5519",-108,"3b42e6",1
"1258",2025-02-26 19:53:41,2,"1E66192A",-103,"3b42e6",1
"1259",2025-02-26 19:53:45,2,"2D4B5519",-109,"3b42e6",1
"1260",2025-02-26 19:53:45,2,"1E78191E",-102,"3b42e6",1
"1261",2025-02-26 19:53:46,2,"1E66192A",-107,"3b42e6",1
"1262",2025-02-26 19:54:45,2,"1E78191E",-84,"328f8e",1
"1263",2025-02-26 19:54:44,2,"1E66192A",-86,"328f8e",1
"1264",2025-02-26 19:53:51,2,"1E78191E",-97,"3b42e6",1
