n_points,run_time,grid_cell_size,gs_error,gs_sd,ml_error,ml_sd
105,120.967083930969,1,24.9680679000613,14.809288468817,62.4824953508844,31.7028635056214
105,24.7074611186981,2,24.870465923171,14.7128669219765,62.4824953508844,31.7028635056214
105,9.01438403129578,4,25.0200845089177,14.6954173892549,62.4824953508844,31.7028635056214
105,7.30109691619873,5,25.1028463542553,14.7065508702351,62.4824953508844,31.7028635056214
105,5.03419089317322,10,25.302799613532,15.0461522306715,62.4824953508844,31.7028635056214
105,4.26697206497192,20,26.5860046758751,14.3345496197321,62.4824953508844,31.7028635056214
105,4.35214900970459,25,26.2175650579991,15.4790246245619,62.4824953508844,31.7028635056214
105,4.1512598991394,50,30.4196164696496,17.362815344518,62.4824953508844,31.7028635056214
105,4.03725290298462,100,50.8387062548856,20.4769011163579,62.4824953508844,31.7028635056214
