time,tag_id,rssi
2025-05-27T17:48:10Z,1966615535,-91
2025-05-27T17:48:10Z,33074C55,-100
2025-05-27T17:48:10Z,2A071919,-101
2025-05-27T17:48:10Z,78074B52,-92
2025-05-27T17:48:10Z,2D071E550B,-96
2025-05-27T17:48:10Z,19334B4C,-92
2025-05-27T17:48:10Z,4B524C1E1E,-92
2025-05-27T17:48:10Z,66666655,-80
2025-05-27T17:48:10Z,666166194B,-92
2025-05-27T17:48:10Z,194C1E0729,-79
2025-05-27T17:48:10Z,52786652,-92
2025-05-27T17:48:10Z,1E192D33,-90
2025-05-27T17:48:11Z,072A66610D,-103
2025-05-27T17:48:11Z,55554C1E,-93
2025-05-27T17:48:11Z,3307555564,-90
2025-05-27T17:48:11Z,55334C075C,-91
2025-05-27T17:48:11Z,1933612D,-104
2025-05-27T17:48:11Z,616178346B,-92
2025-05-27T17:48:11Z,4B331E07,-93
2025-05-27T17:48:11Z,4C6178345B,-97
2025-05-27T17:48:11Z,071E0766,-92
2025-05-27T17:48:11Z,551E664B41,-97
2025-05-27T17:48:11Z,347834614A,-95
2025-05-27T17:48:11Z,071E6661,-58
2025-05-27T17:48:11Z,2D072A33,-96
2025-05-27T17:48:11Z,3333332A,-98
2025-05-27T17:48:11Z,2D4B341E,-86
2025-05-27T17:48:11Z,4B345534,-87
2025-05-27T17:48:11Z,33072A61,-92
2025-05-27T17:48:11Z,1955611E,-82
2025-05-27T17:48:11Z,4B6133664C,-92
2025-05-27T17:48:11Z,552D07663E,-91
2025-05-27T17:48:11Z,332D4B2D4E,-95
2025-05-27T17:48:11Z,0755784B7A,-88
2025-05-27T17:48:11Z,33554B2D78,-85
2025-05-27T17:48:11Z,2D4C342A37,-88
2025-05-27T17:48:11Z,782A784C,-89
2025-05-27T17:48:11Z,1E4B1E6168,-86
2025-05-27T17:48:11Z,2D332D1964,-95
2025-05-27T17:48:11Z,664B6666,-86
2025-05-27T17:48:11Z,2D664C4C,-102
2025-05-27T17:48:11Z,551E5552,-90
2025-05-27T17:48:11Z,0761524B1C,-98
2025-05-27T17:48:11Z,334B524C3C,-103
2025-05-27T17:48:11Z,61616161,-92
2025-05-27T17:48:11Z,2A1E611E66,-103
2025-05-27T17:48:12Z,2A19781E,-88
2025-05-27T17:48:12Z,2D194C4B,-95
2025-05-27T17:48:12Z,1E4B662D,-90
2025-05-27T17:48:12Z,4C665261,-88
2025-05-27T17:48:12Z,1966614B6F,-90
2025-05-27T17:48:12Z,1E52782A,-87
2025-05-27T17:48:12Z,4B6607344E,-95
2025-05-27T17:48:12Z,192D784C,-91
2025-05-27T17:48:12Z,33194C1E,-92
2025-05-27T17:48:12Z,34071952,-92
2025-05-27T17:48:12Z,78664B2D,-99
2025-05-27T17:48:12Z,664B1E3446,-96
2025-05-27T17:48:12Z,4C525561EC,-98
2025-05-27T17:48:12Z,5555524B,-93
2025-05-27T17:48:12Z,4B4C66346A,-88
2025-05-27T17:48:12Z,4C1E342A,-81
2025-05-27T17:48:12Z,662A2D61,-92
2025-05-27T17:48:12Z,334B61070C,-98
2025-05-27T17:48:13Z,6655664C,-88
2025-05-27T17:48:13Z,551E4C19,-97
2025-05-27T17:48:13Z,071E197869,-92
2025-05-27T17:48:13Z,4C4B6619,-103
2025-05-27T17:48:13Z,0752664C,-88
2025-05-27T17:48:13Z,2A332D6169,-90
2025-05-27T17:48:13Z,332A1E07,-100
2025-05-27T17:48:13Z,66612D78,-92
2025-05-27T17:48:13Z,2A4C34552F,-105
2025-05-27T17:48:13Z,4C33523390,-94
2025-05-27T17:48:13Z,2D196655,-94
2025-05-27T17:48:13Z,192A33335A,-97
2025-05-27T17:48:13Z,19786152,-90
2025-05-27T17:48:13Z,1E55612A71,-89
2025-05-27T17:48:13Z,614C192D,-68
2025-05-27T17:48:13Z,1E55614C44,-97
2025-05-27T17:48:13Z,52190734,-90
2025-05-27T17:48:13Z,34552D4C,-91
2025-05-27T17:48:14Z,4B2A522A25,-86
2025-05-27T17:48:14Z,194C1E611C,-91
2025-05-27T17:48:14Z,5261662D36,-98
2025-05-27T17:48:14Z,66000000,-81
2025-05-27T17:48:14Z,071E6661,-59
2025-05-27T17:48:14Z,552A663471,-94
2025-05-27T17:48:14Z,07332A33,-93
2025-05-27T17:48:14Z,341E334B4F,-95
2025-05-27T17:48:14Z,4B344C4C1F,-97
2025-05-27T17:48:14Z,1934525214,-92
2025-05-27T17:48:14Z,1961074C,-93
2025-05-27T17:48:14Z,3333332A,-98
2025-05-27T17:48:14Z,1966191E,-102
2025-05-27T17:48:14Z,3334332A,-104
2025-05-27T17:48:14Z,0707664B09,-94
2025-05-27T17:48:14Z,551E4B4C13,-92
2025-05-27T17:48:14Z,2A664B6106,-91
2025-05-27T17:48:14Z,4C2A3355,-92
2025-05-27T17:48:14Z,55612A0725,-102
2025-05-27T17:48:14Z,3378614C,-94
2025-05-27T17:48:14Z,34664C1E,-89
2025-05-27T17:48:14Z,554B33613E,-92
2025-05-27T17:48:15Z,194B2A4B71,-94
