time,tag_id,sync,family,payload_version,payload,rssi
2025-05-27T17:47:31Z,59FE8D30,53444,1,0,A9072E09,-73
2025-05-27T17:47:31Z,07F9389E,11576,2,0,07061E0A,-75
2025-05-27T17:47:32Z,870614B1,15482,2,0,1A067107,-75
2025-05-27T17:47:32Z,59FE8D30,49023,1,0,A9074509,-80
2025-05-27T17:47:32Z,E197FE3E,5813,1,0,5C07800B,-80
2025-05-27T17:47:32Z,81D187E3,24779,1,0,910BB109,-69
2025-05-27T17:47:32Z,13323C65,59382,1,0,A70BD808,-69
2025-05-27T17:47:33Z,A648A0E7,39408,1,0,A80B1009,-71
2025-05-27T17:47:33Z,0000006E,27575,1,0,9A078B09,-71
2025-05-27T17:47:33Z,13323C65,23159,1,0,A80BD508,-69
2025-05-27T17:47:34Z,23D9727E,35250,2,0,1106FF0D,-52
2025-05-27T17:47:34Z,B78FE24A,37253,1,0,BA079F0A,-82
2025-05-27T17:47:34Z,81D187E3,62081,1,0,910BAA09,-73
2025-05-27T17:47:35Z,A648A0E7,38899,1,0,A70BF908,-72
2025-05-27T17:47:35Z,870614B1,18381,2,0,1B065507,-76
2025-05-27T17:47:36Z,0000006E,37607,1,0,98079B09,-71
2025-05-27T17:47:36Z,77AAF9E2,722,1,0,2707D90A,-74
2025-05-27T17:47:36Z,E197FE3E,57857,1,0,5B079C0B,-81
2025-05-27T17:47:36Z,07F9389E,23499,2,0,06061E0A,-71
2025-05-27T17:47:36Z,367E0F4A,65305,1,0,8D0B8109,-68
2025-05-27T17:47:36Z,13323C65,34431,1,0,A70BE208,-69
2025-05-27T17:47:37Z,19836CFF,38145,1,0,A707CB09,-79
2025-05-27T17:47:37Z,A648A0E7,56359,1,0,A70B3309,-71
2025-05-27T17:47:37Z,23D9727E,60174,2,0,1306FA0D,-49
2025-05-27T17:47:37Z,367E0F4A,45255,1,0,8C0B9009,-66
2025-05-27T17:47:38Z,870614B1,65205,2,0,1C065F07,-72
2025-05-27T17:47:38Z,59FE8D30,45735,1,0,A9074A09,-70
2025-05-27T17:47:38Z,B3DA9765,61589,1,0,F706350A,-75
2025-05-27T17:47:38Z,81D187E3,25587,1,0,900BA009,-74
2025-05-27T17:47:39Z,13323C65,24113,1,0,A70BDB08,-72
2025-05-27T17:47:39Z,2172633A,37651,2,0,1D06100C,-80
2025-05-27T17:47:39Z,B78FE24A,59664,1,0,BB07A40A,-78
2025-05-27T17:47:39Z,59FE8D30,27113,1,0,A9073609,-78
2025-05-27T17:47:40Z,A648A0E7,33888,1,0,A60B1209,-71
2025-05-27T17:47:40Z,B78FE24A,14768,1,0,BA07A90A,-77
2025-05-27T17:47:40Z,59FE8D30,46732,1,0,AB074209,-75
2025-05-27T17:47:40Z,D7510A57,41666,1,0,BE07C609,-78
2025-05-27T17:47:41Z,13323C65,49654,1,0,A70BE208,-68
2025-05-27T17:47:42Z,367E0F4A,7436,1,0,8D0B7C09,-66
2025-05-27T17:47:42Z,13323C65,65163,1,0,A80BDB08,-69
2025-05-27T17:47:42Z,81D187E3,47348,1,0,900BB909,-74
2025-05-27T17:47:43Z,A648A0E7,60334,1,0,A70B2B09,-75
2025-05-27T17:47:43Z,81D187E3,1218,1,0,920BA709,-68
2025-05-27T17:47:44Z,870614B1,37271,2,0,1B065A07,-77
2025-05-27T17:47:44Z,E197FE3E,52513,1,0,5B078C0B,-82
2025-05-27T17:47:45Z,367E0F4A,46942,1,0,8C0B8609,-69
2025-05-27T17:47:45Z,2172633A,33643,2,0,1D06030C,-72
2025-05-27T17:47:45Z,81D187E3,61058,1,0,910BAA09,-74
2025-05-27T17:47:46Z,367E0F4A,46146,1,0,8B0B8409,-65
2025-05-27T17:47:46Z,A648A0E7,58766,1,0,A70B1F09,-71
2025-05-27T17:47:46Z,59FE8D30,6196,1,0,A9074A09,-75
2025-05-27T17:47:47Z,19836CFF,8386,1,0,A807C309,-81
2025-05-27T17:47:47Z,A648A0E7,48849,1,0,A70B1A09,-70
2025-05-27T17:47:47Z,D7510A57,53510,1,0,BD07C809,-74
2025-05-27T17:47:47Z,B3DA9765,27063,1,0,F6063F0A,-76
2025-05-27T17:47:47Z,81D187E3,25342,1,0,920BA509,-74
2025-05-27T17:47:48Z,367E0F4A,19088,1,0,8C0B8B09,-70
2025-05-27T17:47:48Z,2172633A,36197,2,0,1C061A0C,-72
2025-05-27T17:47:48Z,A648A0E7,48151,1,0,A70B3309,-71
2025-05-27T17:47:48Z,E197FE3E,25817,1,0,5C07970B,-79
2025-05-27T17:47:48Z,B3DA9765,60959,1,0,F706460A,-79
2025-05-27T17:47:48Z,81D187E3,64773,1,0,910BA709,-68
2025-05-27T17:47:50Z,13323C65,31303,1,0,A70BDB08,-69
2025-05-27T17:47:50Z,B78FE24A,60086,1,0,BB079C0A,-76
2025-05-27T17:47:50Z,59FE8D30,45846,1,0,AA075E09,-74
2025-05-27T17:47:50Z,81D187E3,9675,1,0,910BAA09,-74
2025-05-27T17:47:51Z,59FE8D30,18569,1,0,A9075409,-75
2025-05-27T17:47:51Z,77AAF9E2,302,1,0,2607E30A,-76
2025-05-27T17:47:51Z,81D187E3,61185,1,0,910BAA09,-75
2025-05-27T17:47:52Z,367E0F4A,17058,1,0,8C0B9009,-66
2025-05-27T17:47:52Z,A648A0E7,52321,1,0,A60B2609,-75
2025-05-27T17:47:52Z,B78FE24A,58669,1,0,BC079C0A,-78
2025-05-27T17:47:52Z,81D187E3,7133,1,0,910BA009,-74
2025-05-27T17:47:53Z,367E0F4A,20603,1,0,8C0B8609,-68
2025-05-27T17:47:53Z,77AAF9E2,51919,1,0,2607090B,-74
2025-05-27T17:47:54Z,367E0F4A,12226,1,0,8C0B7F09,-68
2025-05-27T17:47:54Z,0000006E,52700,1,0,9A078909,-72
2025-05-27T17:47:54Z,2172633A,40854,2,0,1E06F40B,-79
2025-05-27T17:47:55Z,3F9E3319,32600,1,0,6A07640B,-76
2025-05-27T17:47:55Z,367E0F4A,14813,1,0,8B0B8609,-67
2025-05-27T17:47:55Z,23D9727E,24042,2,0,1306160E,-49
2025-05-27T17:47:55Z,81D187E3,21693,1,0,900BAF09,-77
2025-05-27T17:47:56Z,367E0F4A,44479,1,0,8C0B8109,-66
2025-05-27T17:47:56Z,07F9389E,50378,2,0,0606140A,-71
2025-05-27T17:47:56Z,A648A0E7,22166,1,0,A80B0D09,-75
2025-05-27T17:47:56Z,E197FE3E,9874,1,0,5C07760B,-82
2025-05-27T17:47:56Z,81D187E3,7727,1,0,920BB409,-68
2025-05-27T17:47:57Z,13323C65,53326,1,0,A80BDB08,-69
2025-05-27T17:47:57Z,59FE8D30,17890,1,0,AB073009,-75
2025-05-27T17:47:57Z,D7510A57,6316,1,0,BE07D209,-82
2025-05-27T17:47:57Z,81D187E3,24339,1,0,920BAC09,-68
2025-05-27T17:47:58Z,3F9E3319,39360,1,0,6B07570B,-76
2025-05-27T17:47:58Z,A648A0E7,21296,1,0,A70B0809,-75
2025-05-27T17:47:58Z,77AAF9E2,64083,1,0,2707E10A,-74
2025-05-27T17:47:58Z,E197FE3E,32145,1,0,5D07850B,-77
2025-05-27T17:47:58Z,23D9727E,21761,2,0,1206FD0D,-53
2025-05-27T17:47:58Z,81D187E3,37893,1,0,910BB109,-73
2025-05-27T17:47:59Z,367E0F4A,9655,1,0,8C0B8E09,-66
2025-05-27T17:47:59Z,59FE8D30,35778,1,0,AA073809,-75
2025-05-27T17:47:59Z,81D187E3,818,1,0,920BAA09,-68
