time,tag_id,sync,family,payload_version,payload,rssi
2025-05-27T17:42:11Z,D7510A57,48586,1,0,BD07C309,-72
2025-05-27T17:42:12Z,D7510A57,56148,1,0,BC07C809,-73
2025-05-27T17:42:12Z,19836CFF,30978,1,0,A307AA09,-81
2025-05-27T17:42:12Z,E197FE3E,3474,1,0,54079C0B,-81
2025-05-27T17:42:12Z,13323C65,28448,1,0,A70BDD08,-72
2025-05-27T17:42:12Z,07F9389E,55397,2,0,0706110A,-76
2025-05-27T17:42:13Z,B3DA9765,28343,1,0,F106560A,-85
2025-05-27T17:42:13Z,D7510A57,58846,1,0,BD07C109,-72
2025-05-27T17:42:13Z,77AAF9E2,45016,1,0,1E07F50A,-75
2025-05-27T17:42:13Z,13323C65,17246,1,0,A80BF108,-72
2025-05-27T17:42:13Z,367E0F4A,48584,1,0,8B0B8409,-67
2025-05-27T17:42:13Z,59FE8D30,29313,1,0,AA071009,-76
2025-05-27T17:42:13Z,870614B1,46145,2,0,1A066C07,-73
2025-05-27T17:42:13Z,0000006E,26964,1,0,99078B09,-74
2025-05-27T17:42:14Z,81D187E3,55413,1,0,920BB109,-79
2025-05-27T17:42:14Z,77AAF9E2,4376,1,0,1F07F00A,-78
2025-05-27T17:42:14Z,13323C65,56076,1,0,A70BEA08,-72
2025-05-27T17:42:15Z,367E0F4A,58611,1,0,8C0B9309,-69
2025-05-27T17:42:16Z,19836CFF,33282,1,0,A107CB09,-83
2025-05-27T17:42:16Z,77AAF9E2,40916,1,0,2007FA0A,-72
2025-05-27T17:42:16Z,59FE8D30,17317,1,0,AA070B09,-76
2025-05-27T17:42:16Z,0000006E,53327,1,0,99077709,-76
2025-05-27T17:42:17Z,13323C65,22160,1,0,A70BEA08,-73
2025-05-27T17:42:17Z,23D9727E,59501,2,0,11060E0F,-64
2025-05-27T17:42:17Z,07F9389E,39074,2,0,07061C0A,-77
2025-05-27T17:42:18Z,A648A0E7,21087,1,0,A50B4009,-78
2025-05-27T17:42:18Z,E197FE3E,44066,1,0,5507940B,-79
2025-05-27T17:42:18Z,13323C65,54202,1,0,A80BE508,-72
2025-05-27T17:42:19Z,A648A0E7,28523,1,0,A60B2909,-78
2025-05-27T17:42:19Z,19836CFF,19822,1,0,A307C809,-82
2025-05-27T17:42:20Z,E197FE3E,37702,1,0,54078C0B,-78
2025-05-27T17:42:20Z,13323C65,52363,1,0,A80B0509,-73
