time,tag_id,sync,family,payload_version,payload,rssi
2025-05-27T17:48:10Z,13323C65,9744,1,0,A80BD508,-65
2025-05-27T17:48:10Z,59FE8D30,45908,1,0,AB074009,-76
2025-05-27T17:48:11Z,77AAF9E2,54350,1,0,2807EB0A,-80
2025-05-27T17:48:11Z,E197FE3E,46467,1,0,5D07850B,-81
2025-05-27T17:48:12Z,0000006E,19600,1,0,9907B109,-71
2025-05-27T17:48:13Z,E197FE3E,110,1,0,5D07670B,-80
2025-05-27T17:48:13Z,2172633A,50594,2,0,1E06080C,-74
2025-05-27T17:48:13Z,B78FE24A,40685,1,0,BD079F0A,-76
2025-05-27T17:48:14Z,81D187E3,4242,1,0,920BAF09,-74
2025-05-27T17:48:14Z,23D9727E,26483,2,0,13061B0E,-62
2025-05-27T17:48:14Z,B78FE24A,60438,1,0,BC07880A,-81
2025-05-27T17:48:14Z,13323C65,63679,1,0,A70BE508,-72
2025-05-27T17:48:15Z,81D187E3,32955,1,0,920BA709,-76
2025-05-27T17:48:15Z,59FE8D30,54534,1,0,AB073309,-73
2025-05-27T17:48:15Z,13323C65,26715,1,0,A90BD508,-66
2025-05-27T17:48:16Z,07F9389E,24933,2,0,06061E0A,-77
2025-05-27T17:48:17Z,A648A0E7,6254,1,0,A80B1A09,-72
2025-05-27T17:48:17Z,D7510A57,3078,1,0,BF07B409,-77
2025-05-27T17:48:17Z,23D9727E,641,2,0,1206320E,-63
2025-05-27T17:48:17Z,59FE8D30,14503,1,0,AA073809,-73
2025-05-27T17:48:17Z,13323C65,21900,1,0,A70BDB08,-68
2025-05-27T17:48:17Z,77AAF9E2,64141,1,0,2707E10A,-75
2025-05-27T17:48:18Z,E197FE3E,38834,1,0,5D07820B,-80
2025-05-27T17:48:18Z,D7510A57,15783,1,0,BE07BE09,-74
2025-05-27T17:48:18Z,0000006E,53234,1,0,99079B09,-71
2025-05-27T17:48:18Z,13323C65,39519,1,0,A80BE708,-67
2025-05-27T17:48:19Z,19836CFF,46545,1,0,A907CD09,-81
2025-05-27T17:48:20Z,23D9727E,6138,2,0,12061E0E,-62
2025-05-27T17:48:21Z,13323C65,12934,1,0,A70BF108,-72
2025-05-27T17:48:21Z,E197FE3E,50011,1,0,5E07970B,-81
2025-05-27T17:48:21Z,A648A0E7,61363,1,0,A60B1009,-78
2025-05-27T17:48:21Z,81D187E3,27653,1,0,910BAA09,-74
2025-05-27T17:48:21Z,59FE8D30,27121,1,0,AA072B09,-73
2025-05-27T17:48:21Z,77AAF9E2,39792,1,0,2807DE0A,-75
2025-05-27T17:48:22Z,13323C65,1588,1,0,A70BE008,-67
2025-05-27T17:48:22Z,A648A0E7,1697,1,0,A70B3B09,-73
2025-05-27T17:48:22Z,59FE8D30,60626,1,0,AA073609,-72
2025-05-27T17:48:23Z,367E0F4A,5397,1,0,8C0B8909,-83
2025-05-27T17:48:23Z,D7510A57,18067,1,0,BE07BB09,-78
2025-05-27T17:48:23Z,59FE8D30,61414,1,0,AB073D09,-72
2025-05-27T17:48:24Z,77AAF9E2,62792,1,0,2807E60A,-75
2025-05-27T17:48:25Z,A648A0E7,38338,1,0,A70B1C09,-73
2025-05-27T17:48:25Z,59FE8D30,51172,1,0,AC074209,-72
2025-05-27T17:48:26Z,13323C65,16691,1,0,A80BEA08,-67
2025-05-27T17:48:26Z,367E0F4A,52490,1,0,8B0B8609,-81
2025-05-27T17:48:26Z,59FE8D30,29551,1,0,AB073B09,-72
2025-05-27T17:48:26Z,77AAF9E2,10790,1,0,2607DE0A,-75
2025-05-27T17:48:27Z,13323C65,18892,1,0,A70BD508,-67
2025-05-27T17:48:27Z,E2A807D7,11655,1,0,B607510A,-84
2025-05-27T17:48:27Z,367E0F4A,22418,1,0,8C0B7F09,-83
2025-05-27T17:48:27Z,0000006E,848,1,0,9A07A509,-76
2025-05-27T17:48:28Z,77AAF9E2,63917,1,0,2707F00A,-74
2025-05-27T17:48:28Z,E197FE3E,40053,1,0,5E078A0B,-79
2025-05-27T17:48:28Z,367E0F4A,60846,1,0,8C0B8109,-80
2025-05-27T17:48:29Z,77AAF9E2,44931,1,0,2807E60A,-77
2025-05-27T17:48:29Z,E2A807D7,25822,1,0,B507230A,-84
2025-05-27T17:48:29Z,13323C65,39913,1,0,A80BDD08,-67
2025-05-27T17:48:29Z,D7510A57,52496,1,0,BF07C809,-77
2025-05-27T17:48:29Z,59FE8D30,26301,1,0,AB073B09,-73
2025-05-27T17:48:30Z,E197FE3E,15726,1,0,5C07730B,-79
2025-05-27T17:48:30Z,13323C65,23439,1,0,A70BEF08,-72
2025-05-27T17:48:30Z,D7510A57,53557,1,0,BE07DC09,-71
2025-05-27T17:48:30Z,0000006E,32975,1,0,9A079D09,-78
2025-05-27T17:48:30Z,59FE8D30,60141,1,0,AB072409,-73
2025-05-27T17:48:31Z,13323C65,30461,1,0,A80BF408,-64
2025-05-27T17:48:31Z,07F9389E,41491,2,0,0706280A,-73
2025-05-27T17:48:32Z,B3DA9765,62657,1,0,F8063C0A,-78
2025-05-27T17:48:32Z,13323C65,10453,1,0,A60BDD08,-64
2025-05-27T17:48:32Z,367E0F4A,20458,1,0,8B0B8609,-73
